locus_tag	ftype	gene	EC_number	product
ALJHJBEP_02903	CDS	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase
ALJHJBEP_02904	CDS	cybB		Cytochrome b561
ALJHJBEP_02905	CDS			hypothetical protein
ALJHJBEP_02906	CDS			hypothetical protein
ALJHJBEP_02907	CDS	trg		Methyl-accepting chemotaxis protein III
ALJHJBEP_02908	CDS	catM		HTH-type transcriptional regulator CatM
ALJHJBEP_02909	CDS			hypothetical protein
ALJHJBEP_02910	CDS	mdoD		Glucans biosynthesis protein D
ALJHJBEP_02911	CDS			hypothetical protein
ALJHJBEP_02912	CDS	rimL	2.3.1.-	Ribosomal-protein-serine acetyltransferase
ALJHJBEP_02913	CDS	glmU_2	2.3.1.157	Bifunctional protein GlmU
ALJHJBEP_02914	CDS	tehA		Tellurite resistance protein TehA
ALJHJBEP_02915	CDS	tehB_1	2.1.1.265	Tellurite methyltransferase
ALJHJBEP_02916	CDS			hypothetical protein
ALJHJBEP_02917	CDS	ydcO		Inner membrane protein YdcO
ALJHJBEP_02918	CDS	sutR		HTH-type transcriptional regulator SutR
ALJHJBEP_02919	CDS	ydcP_1	3.4.-.-	putative protease YdcP
ALJHJBEP_02920	CDS			hypothetical protein
ALJHJBEP_02921	CDS	hicA	3.1.-.-	putative mRNA interferase HicA
ALJHJBEP_02922	CDS	hicB		Antitoxin HicB
ALJHJBEP_02923	CDS	lysN	2.6.1.39	2-aminoadipate transaminase
ALJHJBEP_02924	CDS	spuE		Spermidine-binding periplasmic protein SpuE
ALJHJBEP_02925	CDS	potA_1	3.6.3.31	Spermidine/putrescine import ATP-binding protein PotA
ALJHJBEP_02926	CDS	ydcU		Inner membrane ABC transporter permease protein YdcU
ALJHJBEP_02927	CDS	ydcV_2		Inner membrane ABC transporter permease protein YdcV
ALJHJBEP_02928	CDS	prr	1.2.1.19	Gamma-aminobutyraldehyde dehydrogenase
ALJHJBEP_02929	CDS	ortT		Orphan toxin OrtT
ALJHJBEP_02930	CDS			hypothetical protein
ALJHJBEP_02931	CDS	ydcZ		Inner membrane protein YdcZ
ALJHJBEP_02932	CDS	mnaT	2.3.1.-	L-amino acid N-acyltransferase MnaT
ALJHJBEP_02933	CDS	curA	1.3.1.-	NADPH-dependent curcumin reductase
ALJHJBEP_02934	CDS	mcbR		HTH-type transcriptional regulator McbR
ALJHJBEP_02935	CDS	fyuA		Pesticin receptor
ALJHJBEP_02936	CDS	orfC		Antigen Lp49
ALJHJBEP_02937	CDS	ansP2		L-asparagine permease 2
ALJHJBEP_02938	CDS	gstB_1	2.5.1.18	Glutathione S-transferase GST-6.0
ALJHJBEP_02939	CDS			hypothetical protein
ALJHJBEP_02940	CDS	vgrG1_2	6.3.2.-	Actin cross-linking toxin VgrG1
ALJHJBEP_02941	CDS			hypothetical protein
ALJHJBEP_02942	CDS	lexA_4	3.4.21.88	LexA repressor
ALJHJBEP_02943	CDS			hypothetical protein
ALJHJBEP_02944	CDS			hypothetical protein
ALJHJBEP_02945	CDS			hypothetical protein
ALJHJBEP_02946	CDS			hypothetical protein
ALJHJBEP_02947	CDS			hypothetical protein
ALJHJBEP_02948	CDS			hypothetical protein
ALJHJBEP_02949	CDS			hypothetical protein
ALJHJBEP_02950	CDS	dnaJ_1		Chaperone protein DnaJ
ALJHJBEP_02951	CDS			hypothetical protein
ALJHJBEP_02952	CDS			hypothetical protein
ALJHJBEP_02953	CDS	rusA_8	3.1.22.4	Crossover junction endodeoxyribonuclease RusA
ALJHJBEP_02954	CDS	lexA_5	3.4.21.88	LexA repressor
ALJHJBEP_02955	CDS			hypothetical protein
ALJHJBEP_02956	CDS			hypothetical protein
ALJHJBEP_02957	CDS			hypothetical protein
ALJHJBEP_02958	CDS			hypothetical protein
ALJHJBEP_02959	CDS			hypothetical protein
ALJHJBEP_02960	CDS			hypothetical protein
ALJHJBEP_02961	CDS			putative HTH-type transcriptional regulator
ALJHJBEP_02962	CDS			hypothetical protein
ALJHJBEP_02963	CDS			hypothetical protein
ALJHJBEP_02964	CDS			hypothetical protein
ALJHJBEP_02965	CDS			hypothetical protein
ALJHJBEP_02966	CDS			hypothetical protein
ALJHJBEP_02967	CDS	xerC_3		Tyrosine recombinase XerC
ALJHJBEP_02968	tRNA			tRNA-Thr(cgt)
ALJHJBEP_02969	CDS	proA	1.2.1.41	Gamma-glutamyl phosphate reductase
ALJHJBEP_02970	CDS	proB	2.7.2.11	Glutamate 5-kinase
ALJHJBEP_02971	CDS	phoE		Outer membrane pore protein E
ALJHJBEP_02972	CDS	crl		Sigma factor-binding protein Crl
ALJHJBEP_02973	CDS		3.7.1.19	2,6-dihydropseudooxynicotine hydrolase
ALJHJBEP_02974	CDS	gpt	2.4.2.22	Xanthine phosphoribosyltransferase
ALJHJBEP_02975	CDS	pepD	3.4.13.18	Cytosol non-specific dipeptidase
ALJHJBEP_02976	CDS	prfB_2		Peptide chain release factor 2
ALJHJBEP_02977	CDS			hypothetical protein
ALJHJBEP_02978	CDS	yafP	2.3.1.-	putative N-acetyltransferase YafP
ALJHJBEP_02979	CDS	yafO	3.1.-.-	mRNA interferase YafO
ALJHJBEP_02980	CDS	yafN		Antitoxin YafN
ALJHJBEP_02981	CDS	dinB	2.7.7.7	DNA polymerase IV
ALJHJBEP_02982	CDS	lafU		Chemotaxis protein LafU
ALJHJBEP_02983	CDS	flhA_1		Flagellar biosynthesis protein FlhA
ALJHJBEP_02984	CDS	rayT		REP-associated tyrosine transposase
ALJHJBEP_02985	CDS	mepH_2	3.4.-.-	Murein DD-endopeptidase MepH
ALJHJBEP_02986	CDS	dinJ		Antitoxin DinJ
ALJHJBEP_02987	CDS			hypothetical protein
ALJHJBEP_02988	CDS	yafJ	2.4.2.-	Putative glutamine amidotransferase YafJ
ALJHJBEP_02989	CDS	gmhA	5.3.1.28	Phosphoheptose isomerase
ALJHJBEP_02990	CDS	fadE	1.3.99.-	Acyl-coenzyme A dehydrogenase
ALJHJBEP_02991	CDS	ivy		Inhibitor of vertebrate lysozyme
ALJHJBEP_02992	CDS		3.5.1.111	2-oxoglutaramate amidase
ALJHJBEP_02993	CDS			hypothetical protein
ALJHJBEP_02994	CDS			hypothetical protein
ALJHJBEP_02995	CDS			hypothetical protein
ALJHJBEP_02996	CDS	rhsB_2	3.1.-.-	putative deoxyribonuclease RhsB
ALJHJBEP_02997	CDS	vgrG1_3	6.3.2.-	Actin cross-linking toxin VgrG1
ALJHJBEP_02998	CDS	hcpA_1		Major exported protein
ALJHJBEP_02999	CDS			hypothetical protein
ALJHJBEP_03000	CDS			hypothetical protein
ALJHJBEP_03001	CDS			hypothetical protein
ALJHJBEP_03002	CDS			hypothetical protein
ALJHJBEP_03003	CDS			hypothetical protein
ALJHJBEP_03004	CDS			hypothetical protein
ALJHJBEP_03005	CDS			hypothetical protein
ALJHJBEP_03006	CDS			hypothetical protein
ALJHJBEP_03007	CDS			hypothetical protein
ALJHJBEP_03008	CDS			hypothetical protein
ALJHJBEP_03009	CDS	clpB_1		Chaperone protein ClpB
ALJHJBEP_03010	CDS			hypothetical protein
ALJHJBEP_03011	CDS			hypothetical protein
ALJHJBEP_03012	CDS			hypothetical protein
ALJHJBEP_03013	CDS			hypothetical protein
ALJHJBEP_03014	CDS	hcpA_2		Major exported protein
ALJHJBEP_03015	CDS			hypothetical protein
ALJHJBEP_03016	CDS			hypothetical protein
ALJHJBEP_03017	CDS			hypothetical protein
ALJHJBEP_03018	CDS			hypothetical protein
ALJHJBEP_03019	CDS			hypothetical protein
ALJHJBEP_03020	tRNA			tRNA-Asp(gtc)
ALJHJBEP_03021	CDS	dnaQ	2.7.7.7	DNA polymerase III subunit epsilon
ALJHJBEP_03022	CDS	rnhA	3.1.26.4	Ribonuclease HI
ALJHJBEP_03023	CDS	ubiE_1	2.1.1.163	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
ALJHJBEP_03024	CDS	gloB	3.1.2.6	Hydroxyacylglutathione hydrolase GloB
ALJHJBEP_03025	CDS	mltD	4.2.2.-	Membrane-bound lytic murein transglycosylase D
ALJHJBEP_03026	CDS	ycgJ	2.1.1.-	putative methyltransferase YcgJ
ALJHJBEP_03027	CDS			hypothetical protein
ALJHJBEP_03028	CDS	dmlR_2		HTH-type transcriptional regulator DmlR
ALJHJBEP_03029	CDS	dkgB_2	1.1.1.346	2,5-diketo-D-gluconic acid reductase B
ALJHJBEP_03030	tRNA			tRNA-Asp(gtc)
ALJHJBEP_03031	CDS			hypothetical protein
ALJHJBEP_03032	CDS			hypothetical protein
ALJHJBEP_03033	CDS			hypothetical protein
ALJHJBEP_03034	CDS			hypothetical protein
ALJHJBEP_03035	CDS	nrdR		Transcriptional repressor NrdR
ALJHJBEP_03036	CDS	ribD		Riboflavin biosynthesis protein RibD
ALJHJBEP_03037	CDS	ribE	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase
ALJHJBEP_03038	CDS	nusB		N utilization substance protein B
ALJHJBEP_03039	CDS	thiL	2.7.4.16	Thiamine-monophosphate kinase
ALJHJBEP_03040	CDS	pgpA	3.1.3.27	Phosphatidylglycerophosphatase A
ALJHJBEP_03041	CDS			hypothetical protein
ALJHJBEP_03042	CDS	gpr_1	1.1.1.-	L-glyceraldehyde 3-phosphate reductase
ALJHJBEP_03043	CDS	dxs	2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase
ALJHJBEP_03044	CDS	ispA	2.5.1.10	Farnesyl diphosphate synthase
ALJHJBEP_03045	CDS	xseB	3.1.11.6	Exodeoxyribonuclease 7 small subunit
ALJHJBEP_03046	CDS	thiI	2.8.1.4	tRNA sulfurtransferase
ALJHJBEP_03047	CDS			hypothetical protein
ALJHJBEP_03048	CDS	panE	1.1.1.169	2-dehydropantoate 2-reductase
ALJHJBEP_03049	CDS			hypothetical protein
ALJHJBEP_03050	CDS	yajR		Inner membrane transport protein YajR
ALJHJBEP_03051	CDS	cyoE	2.5.1.-	Protoheme IX farnesyltransferase
ALJHJBEP_03052	CDS	cyoD		Cytochrome bo(3) ubiquinol oxidase subunit 4
ALJHJBEP_03053	CDS	cyoC		Cytochrome bo(3) ubiquinol oxidase subunit 3
ALJHJBEP_03054	CDS	cyoB	1.10.3.10	Cytochrome bo(3) ubiquinol oxidase subunit 1
ALJHJBEP_03055	CDS	cyoA		Cytochrome bo(3) ubiquinol oxidase subunit 2
ALJHJBEP_03056	CDS			hypothetical protein
ALJHJBEP_03057	CDS			hypothetical protein
ALJHJBEP_03058	CDS	bolA		DNA-binding transcriptional regulator BolA
ALJHJBEP_03059	CDS	tig	5.2.1.8	Trigger factor
ALJHJBEP_03060	CDS	clpP_3	3.4.21.92	ATP-dependent Clp protease proteolytic subunit
ALJHJBEP_03061	CDS	clpX		ATP-dependent Clp protease ATP-binding subunit ClpX
ALJHJBEP_03062	CDS	lon_1	3.4.21.53	Lon protease
ALJHJBEP_03063	CDS	hupB		DNA-binding protein HU-beta
ALJHJBEP_03064	CDS	ppiD	5.2.1.8	Peptidyl-prolyl cis-trans isomerase D
ALJHJBEP_03065	CDS	comEA		ComE operon protein 1
ALJHJBEP_03066	CDS	fadM	3.1.2.-	Long-chain acyl-CoA thioesterase FadM
ALJHJBEP_03067	CDS	queC	6.3.4.20	7-cyano-7-deazaguanine synthase
ALJHJBEP_03068	CDS	sgrR_1		HTH-type transcriptional regulator SgrR
ALJHJBEP_03069	CDS	cof	3.6.1.-	HMP-PP phosphatase
ALJHJBEP_03070	CDS	decR		DNA-binding transcriptional activator DecR
ALJHJBEP_03071	CDS	yheI	3.6.3.-	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
ALJHJBEP_03072	CDS	mdlB	3.6.3.44	Multidrug resistance-like ATP-binding protein MdlB
ALJHJBEP_03073	CDS	glnK		Nitrogen regulatory protein P-II 2
ALJHJBEP_03074	CDS	amtB		Ammonia channel
ALJHJBEP_03075	CDS	tesB	3.1.2.-	Acyl-CoA thioesterase 2
ALJHJBEP_03076	CDS			hypothetical protein
ALJHJBEP_03077	CDS	atl		DNA base-flipping protein
ALJHJBEP_03078	CDS			hypothetical protein
ALJHJBEP_03079	CDS	ylaB	3.1.4.52	Putative cyclic-di-GMP phosphodiesterase YlaB
ALJHJBEP_03080	CDS	ylaC		Inner membrane protein YlaC
ALJHJBEP_03081	CDS	maa	2.3.1.79	Maltose O-acetyltransferase
ALJHJBEP_03082	CDS	hha_1		Hemolysin expression-modulating protein Hha
ALJHJBEP_03083	CDS	tomB		Hha toxicity modulator TomB
ALJHJBEP_03084	CDS	acrB_3		Multidrug efflux pump subunit AcrB
ALJHJBEP_03085	CDS	acrA		Multidrug efflux pump subunit AcrA
ALJHJBEP_03086	CDS	acrR_1		HTH-type transcriptional regulator AcrR
ALJHJBEP_03087	CDS	mscK		Mechanosensitive channel MscK
ALJHJBEP_03088	CDS			hypothetical protein
ALJHJBEP_03089	CDS	priC		Primosomal replication protein N''
ALJHJBEP_03090	CDS	ybaN		Inner membrane protein YbaN
ALJHJBEP_03091	CDS	apt	2.4.2.7	Adenine phosphoribosyltransferase
ALJHJBEP_03092	CDS	dnaX	2.7.7.7	DNA polymerase III subunit tau
ALJHJBEP_03093	CDS	ybaB		Nucleoid-associated protein YbaB
ALJHJBEP_03094	CDS	recR		Recombination protein RecR
ALJHJBEP_03095	CDS	htpG		Chaperone protein HtpG
ALJHJBEP_03096	CDS	adk	2.7.4.3	Adenylate kinase
ALJHJBEP_03097	CDS	hemH	4.99.1.1	Ferrochelatase
ALJHJBEP_03098	CDS	aes	3.1.1.-	Acetyl esterase
ALJHJBEP_03099	CDS	gsk	2.7.1.73	Inosine-guanosine kinase
ALJHJBEP_03100	CDS	ybaL		Inner membrane protein YbaL
ALJHJBEP_03101	CDS	fsr		Fosmidomycin resistance protein
ALJHJBEP_03102	CDS			hypothetical protein
ALJHJBEP_03103	CDS	mggB	3.1.3.-	Mannosylglucosyl-3-phosphoglycerate phosphatase
ALJHJBEP_03104	CDS	ybaK	4.2.-.-	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
ALJHJBEP_03105	CDS			hypothetical protein
ALJHJBEP_03106	CDS	ybaQ		putative HTH-type transcriptional regulator YbaQ
ALJHJBEP_03107	CDS	copA	3.6.3.54	Copper-exporting P-type ATPase A
ALJHJBEP_03108	CDS	glsA1	3.5.1.2	Glutaminase 1
ALJHJBEP_03109	CDS	ybaT		Inner membrane transport protein YbaT
ALJHJBEP_03110	CDS	bepC		Outer membrane efflux protein BepC
ALJHJBEP_03111	CDS			hypothetical protein
ALJHJBEP_03112	CDS			hypothetical protein
ALJHJBEP_03113	CDS	ltxB	3.6.3.43	Leukotoxin export ATP-binding protein LtxB
ALJHJBEP_03114	CDS	prsE		Type I secretion system membrane fusion protein PrsE
ALJHJBEP_03115	CDS	cueR		HTH-type transcriptional regulator CueR
ALJHJBEP_03116	CDS			hypothetical protein
ALJHJBEP_03117	CDS			hypothetical protein
ALJHJBEP_03118	CDS	smc_1		Chromosome partition protein Smc
ALJHJBEP_03119	CDS			hypothetical protein
ALJHJBEP_03120	CDS	ybbJ		Inner membrane protein YbbJ
ALJHJBEP_03121	CDS	hflK_2		Modulator of FtsH protease HflK
ALJHJBEP_03122	CDS	fetA	3.6.3.-	putative iron export ATP-binding protein FetA
ALJHJBEP_03123	CDS	fetB		putative iron export permease protein FetB
ALJHJBEP_03124	CDS	trxA_1		Thioredoxin
ALJHJBEP_03125	CDS		1.-.-.-	putative oxidoreductase
ALJHJBEP_03126	CDS	tesA	3.1.2.-	Acyl-CoA thioesterase 1
ALJHJBEP_03127	CDS	lolD_2	3.6.3.-	Lipoprotein-releasing system ATP-binding protein LolD
ALJHJBEP_03128	CDS			hypothetical protein
ALJHJBEP_03129	tRNA			tRNA-Ala(tgc)
ALJHJBEP_03130	CDS			hypothetical protein
ALJHJBEP_03131	CDS			hypothetical protein
ALJHJBEP_03132	CDS			hypothetical protein
ALJHJBEP_03133	CDS			hypothetical protein
ALJHJBEP_03134	CDS			hypothetical protein
ALJHJBEP_03135	CDS			hypothetical protein
ALJHJBEP_03136	CDS			hypothetical protein
ALJHJBEP_03137	CDS			hypothetical protein
ALJHJBEP_03138	CDS			hypothetical protein
ALJHJBEP_03139	CDS			hypothetical protein
ALJHJBEP_03140	CDS	dnaT_2		Primosomal protein 1
ALJHJBEP_03141	CDS			hypothetical protein
ALJHJBEP_03142	CDS			hypothetical protein
ALJHJBEP_03143	CDS			hypothetical protein
ALJHJBEP_03144	tRNA			tRNA-Ile(gat)
ALJHJBEP_03145	tRNA			tRNA-Ala(tgc)
ALJHJBEP_03146	tRNA			tRNA-Arg(tct)
ALJHJBEP_03147	tRNA			tRNA-Arg(tcg)
ALJHJBEP_03148	CDS			hypothetical protein
ALJHJBEP_03149	CDS			hypothetical protein
ALJHJBEP_03150	tmRNA	ssrA		transfer-messenger RNA, SsrA
ALJHJBEP_03151	CDS	smpB		SsrA-binding protein
ALJHJBEP_03152	CDS	ratA		Ribosome association toxin RatA
ALJHJBEP_03153	CDS	pasI		Persistence and stress-resistance antitoxin PasI
ALJHJBEP_03154	CDS	bamE		Outer membrane protein assembly factor BamE
ALJHJBEP_03155	CDS	recN		DNA repair protein RecN
ALJHJBEP_03156	CDS	nadK	2.7.1.23	NAD kinase
ALJHJBEP_03157	CDS	grpE		Protein GrpE
ALJHJBEP_03158	CDS	tlyC		Hemolysin C
ALJHJBEP_03159	CDS	ypjD		Inner membrane protein YpjD
ALJHJBEP_03160	CDS	ffh		Signal recognition particle protein
ALJHJBEP_03161	CDS	rpsP		30S ribosomal protein S16
ALJHJBEP_03162	CDS	rimM		Ribosome maturation factor RimM
ALJHJBEP_03163	CDS	trmD	2.1.1.228	tRNA (guanine-N(1)-)-methyltransferase
ALJHJBEP_03164	CDS	rplS		50S ribosomal protein L19
ALJHJBEP_03165	CDS			Outer membrane protein Omp38
ALJHJBEP_03166	CDS	yfiN	2.7.7.65	putative diguanylate cyclase YfiN
ALJHJBEP_03167	CDS			hypothetical protein
ALJHJBEP_03168	CDS			hypothetical protein
ALJHJBEP_03169	CDS	aroF	2.5.1.54	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
ALJHJBEP_03170	CDS	tyrA		T-protein
ALJHJBEP_03171	CDS	pheA		P-protein
ALJHJBEP_03172	CDS	raiA		Ribosome-associated inhibitor A
ALJHJBEP_03173	CDS	bamD		Outer membrane protein assembly factor BamD
ALJHJBEP_03174	CDS	rluD	5.4.99.23	Ribosomal large subunit pseudouridine synthase D
ALJHJBEP_03175	CDS	yfiH		Laccase domain protein YfiH
ALJHJBEP_03176	CDS	clpB_2		Chaperone protein ClpB
ALJHJBEP_03177	CDS	dinI_3		DNA damage-inducible protein I
ALJHJBEP_03178	CDS			hypothetical protein
ALJHJBEP_03179	CDS	katG_2	1.11.1.21	Catalase-peroxidase
ALJHJBEP_03180	tRNA			tRNA-Asp(gtc)
ALJHJBEP_03181	tRNA			tRNA-Trp(cca)
ALJHJBEP_03182	CDS	gltC_4		HTH-type transcriptional regulator GltC
ALJHJBEP_03183	CDS			hypothetical protein
ALJHJBEP_03184	CDS	comM		Competence protein ComM
ALJHJBEP_03185	CDS			hypothetical protein
ALJHJBEP_03186	CDS	ilvG	2.2.1.6	Acetolactate synthase isozyme 2 large subunit
ALJHJBEP_03187	CDS	ilvM	2.2.1.6	Acetolactate synthase isozyme 2 small subunit
ALJHJBEP_03188	CDS	ilvE	2.6.1.42	Branched-chain-amino-acid aminotransferase
ALJHJBEP_03189	CDS	ilvD	4.2.1.9	Dihydroxy-acid dehydratase
ALJHJBEP_03190	CDS	ilvA	4.3.1.19	L-threonine dehydratase biosynthetic IlvA
ALJHJBEP_03191	CDS	gltC_5		HTH-type transcriptional regulator GltC
ALJHJBEP_03192	CDS	ilvC	1.1.1.86	Ketol-acid reductoisomerase (NADP(+))
ALJHJBEP_03193	CDS	ppiC	5.2.1.8	Peptidyl-prolyl cis-trans isomerase C
ALJHJBEP_03194	CDS			hypothetical protein
ALJHJBEP_03195	CDS	rep	3.6.4.12	ATP-dependent DNA helicase Rep
ALJHJBEP_03196	CDS	gppA	3.6.1.40	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
ALJHJBEP_03197	CDS	rhlB	3.6.4.13	ATP-dependent RNA helicase RhlB
ALJHJBEP_03198	CDS	trxA_2		Thioredoxin 1
ALJHJBEP_03199	CDS	rho	3.6.4.-	Transcription termination factor Rho
ALJHJBEP_03200	CDS			hypothetical protein
ALJHJBEP_03201	CDS	wecA	2.7.8.33	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
ALJHJBEP_03202	CDS	wzzE		ECA polysaccharide chain length modulation protein
ALJHJBEP_03203	CDS	wecB	5.1.3.14	UDP-N-acetylglucosamine 2-epimerase
ALJHJBEP_03204	CDS	wecC	1.1.1.336	UDP-N-acetyl-D-mannosamine dehydrogenase
ALJHJBEP_03205	CDS	rffG	4.2.1.46	dTDP-glucose 4,6-dehydratase 2
ALJHJBEP_03206	CDS	rffH	2.7.7.24	Glucose-1-phosphate thymidylyltransferase 2
ALJHJBEP_03207	CDS	wecD	2.3.1.210	dTDP-fucosamine acetyltransferase
ALJHJBEP_03208	CDS	wecE	2.6.1.59	dTDP-4-amino-4,6-dideoxygalactose transaminase
ALJHJBEP_03209	CDS	wzxE		Lipid III flippase
ALJHJBEP_03210	CDS	wecF	2.4.1.325	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
ALJHJBEP_03211	CDS	wzyE		putative ECA polymerase
ALJHJBEP_03212	CDS	wecG	2.4.1.180	UDP-N-acetyl-D-mannosaminuronic acid transferase
ALJHJBEP_03213	CDS	yifK		putative transport protein YifK
ALJHJBEP_03214	tRNA			tRNA-Arg(ccg)
ALJHJBEP_03215	tRNA			tRNA-His(gtg)
ALJHJBEP_03216	tRNA			tRNA-Ser(cag)
ALJHJBEP_03217	CDS	toxB_2	3.4.22.-	Toxin B
ALJHJBEP_03218	CDS			hypothetical protein
ALJHJBEP_03219	CDS			hypothetical protein
ALJHJBEP_03220	CDS			hypothetical protein
ALJHJBEP_03221	CDS			hypothetical protein
ALJHJBEP_03222	CDS	tnpA	3.1.-.-	Transposase for transposon Tn5
ALJHJBEP_03223	CDS	ompX_3		Outer membrane protein X
ALJHJBEP_03224	CDS			hypothetical protein
ALJHJBEP_03225	CDS			hypothetical protein
ALJHJBEP_03226	CDS			hypothetical protein
ALJHJBEP_03227	CDS	dnaT_3		Primosomal protein 1
ALJHJBEP_03228	CDS			hypothetical protein
ALJHJBEP_03229	CDS			hypothetical protein
ALJHJBEP_03230	CDS			hypothetical protein
ALJHJBEP_03231	CDS			hypothetical protein
ALJHJBEP_03232	CDS			hypothetical protein
ALJHJBEP_03233	CDS			hypothetical protein
ALJHJBEP_03234	CDS			hypothetical protein
ALJHJBEP_03235	CDS			hypothetical protein
ALJHJBEP_03236	CDS			hypothetical protein
ALJHJBEP_03237	CDS			hypothetical protein
ALJHJBEP_03238	CDS			hypothetical protein
ALJHJBEP_03239	CDS			hypothetical protein
ALJHJBEP_03240	CDS			hypothetical protein
ALJHJBEP_03241	CDS			hypothetical protein
ALJHJBEP_03242	CDS			hypothetical protein
ALJHJBEP_03243	rRNA			5S ribosomal RNA
ALJHJBEP_03244	CDS	ylpA_2		Lipoprotein YlpA
ALJHJBEP_03245	CDS			hypothetical protein
ALJHJBEP_03246	CDS			hypothetical protein
ALJHJBEP_03247	CDS		3.4.24.-	putative zinc protease
ALJHJBEP_03248	CDS			hypothetical protein
ALJHJBEP_03249	CDS	yddA		Inner membrane ABC transporter ATP-binding protein YddA
ALJHJBEP_03250	CDS	chuR_1	1.1.99.-	Anaerobic sulfatase-maturating enzyme
ALJHJBEP_03251	CDS	betC	3.1.6.6	Choline-sulfatase
ALJHJBEP_03252	CDS	ydeO_2		HTH-type transcriptional regulator YdeO
ALJHJBEP_03253	CDS	safA		Two-component-system connector protein SafA
ALJHJBEP_03254	CDS		1.-.-.-	putative oxidoreductase
ALJHJBEP_03255	CDS	sfaH_1		S-fimbrial protein subunit SfaH
ALJHJBEP_03256	CDS	sfaS_1		S-fimbrial adhesin protein SfaS
ALJHJBEP_03257	CDS	sfaG_1		S-fimbrial protein subunit SfaG
ALJHJBEP_03258	CDS	fimD_1		Outer membrane usher protein FimD
ALJHJBEP_03259	CDS	focC		Chaperone protein FocC
ALJHJBEP_03260	CDS	fimA_1		Type-1 fimbrial protein, A chain
ALJHJBEP_03261	CDS	hipA	2.7.11.1	Serine/threonine-protein kinase HipA
ALJHJBEP_03262	CDS	icsA_2		Outer membrane protein IcsA autotransporter
ALJHJBEP_03263	CDS			hypothetical protein
ALJHJBEP_03264	CDS	lsrK_2	2.7.1.189	Autoinducer-2 kinase
ALJHJBEP_03265	CDS	lsrR		Transcriptional regulator LsrR
ALJHJBEP_03266	CDS	lsrA	3.6.3.-	Autoinducer 2 import ATP-binding protein LsrA
ALJHJBEP_03267	CDS	lsrC		Autoinducer 2 import system permease protein LsrC
ALJHJBEP_03268	CDS	lsrD_2		Autoinducer 2 import system permease protein LsrD
ALJHJBEP_03269	CDS	lsrB_2		Autoinducer 2-binding protein LsrB
ALJHJBEP_03270	CDS	lsrF	2.3.1.245	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
ALJHJBEP_03271	CDS	lsrG	5.3.1.32	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
ALJHJBEP_03272	CDS	tam	2.1.1.144	Trans-aconitate 2-methyltransferase
ALJHJBEP_03273	CDS	uxaB	1.1.1.58	Altronate oxidoreductase
ALJHJBEP_03274	CDS	yedQ_2	2.7.7.65	putative diguanylate cyclase YedQ
ALJHJBEP_03275	CDS			hypothetical protein
ALJHJBEP_03276	CDS	glsA2	3.5.1.2	Glutaminase 2
ALJHJBEP_03277	CDS	sad	1.2.1.16	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
ALJHJBEP_03278	CDS	gltR		HTH-type transcriptional regulator GltR
ALJHJBEP_03279	CDS			hypothetical protein
ALJHJBEP_03280	CDS			hypothetical protein
ALJHJBEP_03281	CDS	sotB		Sugar efflux transporter
ALJHJBEP_03282	CDS			hypothetical protein
ALJHJBEP_03283	CDS	marR		Multiple antibiotic resistance protein MarR
ALJHJBEP_03284	CDS	marA		Multiple antibiotic resistance protein MarA
ALJHJBEP_03285	CDS			hypothetical protein
ALJHJBEP_03286	CDS	eamA		putative amino-acid metabolite efflux pump
ALJHJBEP_03287	CDS			hypothetical protein
ALJHJBEP_03288	CDS			hypothetical protein
ALJHJBEP_03289	CDS	cdhR_2		HTH-type transcriptional regulator CdhR
ALJHJBEP_03290	CDS			hypothetical protein
ALJHJBEP_03291	CDS	ydeH_1	2.7.7.65	Diguanylate cyclase YdeH
ALJHJBEP_03292	CDS			hypothetical protein
ALJHJBEP_03293	CDS	pncC_3	3.5.1.42	Nicotinamide-nucleotide amidohydrolase PncC
ALJHJBEP_03294	CDS	dcp	3.4.15.5	Dipeptidyl carboxypeptidase
ALJHJBEP_03295	CDS	ydfG	1.1.1.381	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
ALJHJBEP_03296	CDS	rspR		HTH-type transcriptional repressor RspR
ALJHJBEP_03297	CDS	ydfZ		Putative selenoprotein YdfZ
ALJHJBEP_03298	CDS	por_1	1.1.1.-	Polyol:NADP oxidoreductase
ALJHJBEP_03299	CDS	proP_2		Proline/betaine transporter
ALJHJBEP_03300	CDS	dinI_4		DNA damage-inducible protein I
ALJHJBEP_03301	CDS			hypothetical protein
ALJHJBEP_03302	CDS			hypothetical protein
